Current Year Data,Total Counties (Current),Total States,Total Households (Current),Average ALICE Percentage,Average Below ALICE Threshold,Time Series Years Available,Total Time Series Records
2023,3144,51,"130,465,667",29.56%,44.02%,2010-2023,"28,275"
